,start,end,featlen,totlen,percent,type,name,gene
ABL1_381_405_MOTIF,381.0,405.0,24.0,1130.0,0.021238938053097345,MOTIF,Kinase activation loop,ABL1
ABL1_605_609_MOTIF,605.0,609.0,4.0,1130.0,0.0035398230088495575,MOTIF,Nuclear localization signal 1,ABL1
ABL1_709_715_MOTIF,709.0,715.0,6.0,1130.0,0.005309734513274336,MOTIF,Nuclear localization signal 2,ABL1
ABL1_762_769_MOTIF,762.0,769.0,7.0,1130.0,0.006194690265486726,MOTIF,Nuclear localization signal 3,ABL1
ABL1_1090_1100_MOTIF,1090.0,1100.0,10.0,1130.0,0.008849557522123894,MOTIF,Nuclear export signal,ABL1
ADGRA2_190_240_DOMAIN,190.0,240.0,50.0,1338.0,0.03736920777279522,DOMAIN,LRRCT,ADGRA2
ADGRA2_247_344_DOMAIN,247.0,344.0,97.0,1338.0,0.07249626307922272,DOMAIN,Ig-like,ADGRA2
ADGRA2_707_758_DOMAIN,707.0,758.0,51.0,1338.0,0.03811659192825112,DOMAIN,GPS,ADGRA2
ADGRA2_362_364_MOTIF,362.0,364.0,2.0,1338.0,0.0014947683109118087,MOTIF,RGD,ADGRA2
ADGRA2_1335_1338_MOTIF,1335.0,1338.0,3.0,1338.0,0.002242152466367713,MOTIF,PDZ-binding,ADGRA2
BCL2L1_4_24_MOTIF,4.0,24.0,20.0,233.0,0.08583690987124463,MOTIF,BH4,BCL2L1
BCL2L1_86_100_MOTIF,86.0,100.0,14.0,233.0,0.060085836909871244,MOTIF,BH3,BCL2L1
BCL2L1_129_148_MOTIF,129.0,148.0,19.0,233.0,0.0815450643776824,MOTIF,BH1,BCL2L1
BCL2L1_180_195_MOTIF,180.0,195.0,15.0,233.0,0.06437768240343347,MOTIF,BH2,BCL2L1
BRCA2_1_40_REGION,1.0,40.0,39.0,3418.0,0.011410181392627268,REGION,Interaction with PALB2,BRCA2
BRCA2_639_1000_REGION,639.0,1000.0,361.0,3418.0,0.1056173200702165,REGION,Interaction with NPM1,BRCA2
BRCA2_1338_1781_REGION,1338.0,1781.0,443.0,3418.0,0.12960795787009946,REGION,Interaction with POLH,BRCA2
BRCA2_1410_1595_REGION,1410.0,1595.0,185.0,3418.0,0.054125219426565244,REGION,Required for stimulation of POLH DNA polymerization activity,BRCA2
BRCA2_2350_2545_REGION,2350.0,2545.0,195.0,3418.0,0.05705090696313634,REGION,Interaction with FANCD2,BRCA2
BRCA2_2481_2832_REGION,2481.0,2832.0,351.0,3418.0,0.10269163253364541,REGION,Interaction with SEM1,BRCA2
BRCA2_2682_2698_MOTIF,2682.0,2698.0,16.0,3418.0,0.004681100058513751,MOTIF,Nuclear export signal; masked by interaction with SEM1,BRCA2
CDH2_160_267_DOMAIN,160.0,267.0,107.0,906.0,0.11810154525386314,DOMAIN,Cadherin 1,CDH2
CDH2_268_382_DOMAIN,268.0,382.0,114.0,906.0,0.12582781456953643,DOMAIN,Cadherin 2,CDH2
CDH2_383_497_DOMAIN,383.0,497.0,114.0,906.0,0.12582781456953643,DOMAIN,Cadherin 3,CDH2
CDH2_498_603_DOMAIN,498.0,603.0,105.0,906.0,0.11589403973509933,DOMAIN,Cadherin 4,CDH2
CDH2_604_714_DOMAIN,604.0,714.0,110.0,906.0,0.12141280353200883,DOMAIN,Cadherin 5,CDH2
CHEK1_9_265_DOMAIN,9.0,265.0,256.0,476.0,0.5378151260504201,DOMAIN,Protein kinase,CHEK1
CHEK1_1_265_REGION,1.0,265.0,264.0,476.0,0.5546218487394958,REGION,Interaction with CLSPN,CHEK1
CHEK1_391_476_REGION,391.0,476.0,85.0,476.0,0.17857142857142858,REGION,Autoinhibitory region,CHEK1
EPHA5_60_238_DOMAIN,60.0,238.0,178.0,1037.0,0.171648987463838,DOMAIN,Eph LBD,EPHA5
EPHA5_357_467_DOMAIN,357.0,467.0,110.0,1037.0,0.10607521697203472,DOMAIN,Fibronectin type-III 1,EPHA5
EPHA5_468_562_DOMAIN,468.0,562.0,94.0,1037.0,0.09064609450337512,DOMAIN,Fibronectin type-III 2,EPHA5
EPHA5_675_936_DOMAIN,675.0,936.0,261.0,1037.0,0.25168756027000966,DOMAIN,Protein kinase,EPHA5
EPHA5_965_1029_DOMAIN,965.0,1029.0,64.0,1037.0,0.06171648987463838,DOMAIN,SAM,EPHA5
EPHA5_1035_1037_MOTIF,1035.0,1037.0,2.0,1037.0,0.0019286403085824494,MOTIF,PDZ-binding,EPHA5
EPHB4_17_202_DOMAIN,17.0,202.0,185.0,987.0,0.18743667679837892,DOMAIN,Eph LBD,EPHB4
EPHB4_323_432_DOMAIN,323.0,432.0,109.0,987.0,0.11043566362715299,DOMAIN,Fibronectin type-III 1,EPHB4
EPHB4_436_529_DOMAIN,436.0,529.0,93.0,987.0,0.09422492401215805,DOMAIN,Fibronectin type-III 2,EPHB4
EPHB4_615_899_DOMAIN,615.0,899.0,284.0,987.0,0.2877406281661601,DOMAIN,Protein kinase,EPHB4
EPHB4_907_971_DOMAIN,907.0,971.0,64.0,987.0,0.06484295845997974,DOMAIN,SAM,EPHB4
EPHB4_985_987_MOTIF,985.0,987.0,2.0,987.0,0.002026342451874367,MOTIF,PDZ-binding,EPHB4
EPHB6_33_237_DOMAIN,33.0,237.0,204.0,1021.0,0.19980411361410383,DOMAIN,Eph LBD,EPHB6
EPHB6_369_486_DOMAIN,369.0,486.0,117.0,1021.0,0.11459353574926542,DOMAIN,Fibronectin type-III 1,EPHB6
EPHB6_487_582_DOMAIN,487.0,582.0,95.0,1021.0,0.0930460333006856,DOMAIN,Fibronectin type-III 2,EPHB6
EPHB6_670_919_DOMAIN,670.0,919.0,249.0,1021.0,0.24387855044074436,DOMAIN,Protein kinase,EPHB6
EPHB6_948_1012_DOMAIN,948.0,1012.0,64.0,1021.0,0.06268364348677767,DOMAIN,SAM,EPHB6
EPHB6_1019_1021_MOTIF,1019.0,1021.0,2.0,1021.0,0.0019588638589618022,MOTIF,PDZ-binding,EPHB6
ERG_120_206_DOMAIN,120.0,206.0,86.0,486.0,0.17695473251028807,DOMAIN,PNT,ERG
EZH2_503_605_DOMAIN,503.0,605.0,102.0,746.0,0.13672922252010725,DOMAIN,CXC,EZH2
EZH2_612_727_DOMAIN,612.0,727.0,115.0,746.0,0.15415549597855227,DOMAIN,SET,EZH2
EZH2_1_340_REGION,1.0,340.0,339.0,746.0,0.4544235924932976,REGION,"Interaction with DNMT1, DNMT3A and DNMT3B",EZH2
EZH2_39_68_REGION,39.0,68.0,29.0,746.0,0.0388739946380697,REGION,Interaction with EED,EZH2
EZH2_329_522_REGION,329.0,522.0,193.0,746.0,0.2587131367292225,REGION,Interaction with CDYL,EZH2
FBXW7_278_324_DOMAIN,278.0,324.0,46.0,707.0,0.06506364922206506,DOMAIN,F-box,FBXW7
FGFR3_24_126_DOMAIN,24.0,126.0,102.0,806.0,0.12655086848635236,DOMAIN,Ig-like C2-type 1,FGFR3
FGFR3_151_244_DOMAIN,151.0,244.0,93.0,806.0,0.11538461538461539,DOMAIN,Ig-like C2-type 2,FGFR3
FGFR3_253_355_DOMAIN,253.0,355.0,102.0,806.0,0.12655086848635236,DOMAIN,Ig-like C2-type 3,FGFR3
FGFR3_472_761_DOMAIN,472.0,761.0,289.0,806.0,0.358560794044665,DOMAIN,Protein kinase,FGFR3
FGFR4_22_118_DOMAIN,22.0,118.0,96.0,802.0,0.11970074812967581,DOMAIN,Ig-like C2-type 1,FGFR4
FGFR4_152_240_DOMAIN,152.0,240.0,88.0,802.0,0.10972568578553615,DOMAIN,Ig-like C2-type 2,FGFR4
FGFR4_249_349_DOMAIN,249.0,349.0,100.0,802.0,0.12468827930174564,DOMAIN,Ig-like C2-type 3,FGFR4
FGFR4_467_755_DOMAIN,467.0,755.0,288.0,802.0,0.35910224438902744,DOMAIN,Protein kinase,FGFR4
HSP90AA1_284_732_REGION,284.0,732.0,448.0,732.0,0.6120218579234973,REGION,Interaction with FLCN and FNIP1,HSP90AA1
HSP90AA1_284_620_REGION,284.0,620.0,336.0,732.0,0.45901639344262296,REGION,Interaction with FNIP2 and TSC1,HSP90AA1
HSP90AA1_682_732_REGION,682.0,732.0,50.0,732.0,0.06830601092896176,REGION,Required for homodimerization,HSP90AA1
HSP90AA1_728_732_REGION,728.0,732.0,4.0,732.0,0.00546448087431694,REGION,"Essential for interaction with SMYD3, TSC1 and STIP1/HOP",HSP90AA1
HSP90AA1_729_732_REGION,729.0,732.0,3.0,732.0,0.004098360655737705,REGION,Essential for interaction with SGTA and TTC1,HSP90AA1
HSP90AA1_723_732_MOTIF,723.0,732.0,9.0,732.0,0.012295081967213115,MOTIF,TPR repeat-binding,HSP90AA1
IGF2R_1898_1944_DOMAIN,1898.0,1944.0,46.0,2491.0,0.01846647932557206,DOMAIN,Fibronectin type-II,IGF2R
JAK3_24_356_DOMAIN,24.0,356.0,332.0,1124.0,0.29537366548042704,DOMAIN,FERM,JAK3
JAK3_375_475_DOMAIN,375.0,475.0,100.0,1124.0,0.08896797153024912,DOMAIN,SH2; atypical,JAK3
JAK3_521_781_DOMAIN,521.0,781.0,260.0,1124.0,0.2313167259786477,DOMAIN,Protein kinase 1,JAK3
JAK3_822_1111_DOMAIN,822.0,1111.0,289.0,1124.0,0.2571174377224199,DOMAIN,Protein kinase 2,JAK3
JAK3_1_223_REGION,1.0,223.0,222.0,1124.0,0.19750889679715303,REGION,Interaction with cytokine/interferon/growth hormone receptors,JAK3
JUN_252_315_DOMAIN,252.0,315.0,63.0,331.0,0.1903323262839879,DOMAIN,bZIP,JUN
JUN_252_279_REGION,252.0,279.0,27.0,331.0,0.08157099697885196,REGION,Basic motif,JUN
JUN_280_308_REGION,280.0,308.0,28.0,331.0,0.08459214501510574,REGION,Leucine-zipper,JUN
MAP2K2_72_369_DOMAIN,72.0,369.0,297.0,400.0,0.7425,DOMAIN,Protein kinase,MAP2K2
MDM2_27_107_DOMAIN,27.0,107.0,80.0,491.0,0.1629327902240326,DOMAIN,SWIB,MDM2
MDM2_1_110_REGION,1.0,110.0,109.0,491.0,0.2219959266802444,REGION,Necessary for interaction with USP2,MDM2
MDM2_150_230_REGION,150.0,230.0,80.0,491.0,0.1629327902240326,REGION,Interaction with PYHIN1 and necessary for interaction with RFFL and RNF34,MDM2
MDM2_170_306_REGION,170.0,306.0,136.0,491.0,0.2769857433808554,REGION,Interaction with MTBP,MDM2
MDM2_210_304_REGION,210.0,304.0,94.0,491.0,0.19144602851323828,REGION,ARF-binding,MDM2
MDM2_223_232_REGION,223.0,232.0,9.0,491.0,0.018329938900203666,REGION,Interaction with USP7,MDM2
MDM2_242_331_REGION,242.0,331.0,89.0,491.0,0.18126272912423624,REGION,Region II,MDM2
MDM2_276_491_REGION,276.0,491.0,215.0,491.0,0.4378818737270876,REGION,Necessary for interaction with USP2,MDM2
MDM2_179_185_MOTIF,179.0,185.0,6.0,491.0,0.012219959266802444,MOTIF,Nuclear localization signal,MDM2
MDM2_190_202_MOTIF,190.0,202.0,12.0,491.0,0.024439918533604887,MOTIF,Nuclear export signal,MDM2
MDM2_466_473_MOTIF,466.0,473.0,7.0,491.0,0.014256619144602852,MOTIF,Nucleolar localization signal,MDM2
MITF_311_364_DOMAIN,311.0,364.0,53.0,526.0,0.10076045627376426,DOMAIN,bHLH,MITF
MITF_224_295_REGION,224.0,295.0,71.0,526.0,0.13498098859315588,REGION,Transactivation,MITF
MITF_374_395_REGION,374.0,395.0,21.0,526.0,0.039923954372623575,REGION,Leucine-zipper,MITF
MITF_401_431_REGION,401.0,431.0,30.0,526.0,0.057034220532319393,REGION,DNA binding regulation,MITF
NOTCH1_20_58_DOMAIN,20.0,58.0,38.0,2555.0,0.01487279843444227,DOMAIN,EGF-like 1,NOTCH1
NOTCH1_59_99_DOMAIN,59.0,99.0,40.0,2555.0,0.015655577299412915,DOMAIN,EGF-like 2,NOTCH1
NOTCH1_102_139_DOMAIN,102.0,139.0,37.0,2555.0,0.014481409001956947,DOMAIN,EGF-like 3,NOTCH1
NOTCH1_140_176_DOMAIN,140.0,176.0,36.0,2555.0,0.014090019569471625,DOMAIN,EGF-like 4,NOTCH1
NOTCH1_178_216_DOMAIN,178.0,216.0,38.0,2555.0,0.01487279843444227,DOMAIN,EGF-like 5; calcium-binding,NOTCH1
NOTCH1_218_255_DOMAIN,218.0,255.0,37.0,2555.0,0.014481409001956947,DOMAIN,EGF-like 6,NOTCH1
NOTCH1_257_293_DOMAIN,257.0,293.0,36.0,2555.0,0.014090019569471625,DOMAIN,EGF-like 7; calcium-binding,NOTCH1
NOTCH1_295_333_DOMAIN,295.0,333.0,38.0,2555.0,0.01487279843444227,DOMAIN,EGF-like 8; calcium-binding,NOTCH1
NOTCH1_335_371_DOMAIN,335.0,371.0,36.0,2555.0,0.014090019569471625,DOMAIN,EGF-like 9; calcium-binding,NOTCH1
NOTCH1_372_410_DOMAIN,372.0,410.0,38.0,2555.0,0.01487279843444227,DOMAIN,EGF-like 10,NOTCH1
NOTCH1_412_450_DOMAIN,412.0,450.0,38.0,2555.0,0.01487279843444227,DOMAIN,EGF-like 11; calcium-binding,NOTCH1
NOTCH1_452_488_DOMAIN,452.0,488.0,36.0,2555.0,0.014090019569471625,DOMAIN,EGF-like 12; calcium-binding,NOTCH1
NOTCH1_490_526_DOMAIN,490.0,526.0,36.0,2555.0,0.014090019569471625,DOMAIN,EGF-like 13; calcium-binding,NOTCH1
NOTCH1_528_564_DOMAIN,528.0,564.0,36.0,2555.0,0.014090019569471625,DOMAIN,EGF-like 14; calcium-binding,NOTCH1
NOTCH1_566_601_DOMAIN,566.0,601.0,35.0,2555.0,0.0136986301369863,DOMAIN,EGF-like 15; calcium-binding,NOTCH1
NOTCH1_603_639_DOMAIN,603.0,639.0,36.0,2555.0,0.014090019569471625,DOMAIN,EGF-like 16; calcium-binding,NOTCH1
NOTCH1_641_676_DOMAIN,641.0,676.0,35.0,2555.0,0.0136986301369863,DOMAIN,EGF-like 17; calcium-binding,NOTCH1
NOTCH1_678_714_DOMAIN,678.0,714.0,36.0,2555.0,0.014090019569471625,DOMAIN,EGF-like 18; calcium-binding,NOTCH1
NOTCH1_716_751_DOMAIN,716.0,751.0,35.0,2555.0,0.0136986301369863,DOMAIN,EGF-like 19; calcium-binding,NOTCH1
NOTCH1_753_789_DOMAIN,753.0,789.0,36.0,2555.0,0.014090019569471625,DOMAIN,EGF-like 20,NOTCH1
NOTCH1_791_827_DOMAIN,791.0,827.0,36.0,2555.0,0.014090019569471625,DOMAIN,EGF-like 21; calcium-binding,NOTCH1
NOTCH1_829_867_DOMAIN,829.0,867.0,38.0,2555.0,0.01487279843444227,DOMAIN,EGF-like 22,NOTCH1
NOTCH1_869_905_DOMAIN,869.0,905.0,36.0,2555.0,0.014090019569471625,DOMAIN,EGF-like 23; calcium-binding,NOTCH1
NOTCH1_907_943_DOMAIN,907.0,943.0,36.0,2555.0,0.014090019569471625,DOMAIN,EGF-like 24,NOTCH1
NOTCH1_945_981_DOMAIN,945.0,981.0,36.0,2555.0,0.014090019569471625,DOMAIN,EGF-like 25; calcium-binding,NOTCH1
NOTCH1_983_1019_DOMAIN,983.0,1019.0,36.0,2555.0,0.014090019569471625,DOMAIN,EGF-like 26,NOTCH1
NOTCH1_1021_1057_DOMAIN,1021.0,1057.0,36.0,2555.0,0.014090019569471625,DOMAIN,EGF-like 27,NOTCH1
NOTCH1_1059_1095_DOMAIN,1059.0,1095.0,36.0,2555.0,0.014090019569471625,DOMAIN,EGF-like 28,NOTCH1
NOTCH1_1097_1143_DOMAIN,1097.0,1143.0,46.0,2555.0,0.018003913894324854,DOMAIN,EGF-like 29,NOTCH1
NOTCH1_1145_1181_DOMAIN,1145.0,1181.0,36.0,2555.0,0.014090019569471625,DOMAIN,EGF-like 30,NOTCH1
NOTCH1_1183_1219_DOMAIN,1183.0,1219.0,36.0,2555.0,0.014090019569471625,DOMAIN,EGF-like 31; calcium-binding,NOTCH1
NOTCH1_1221_1265_DOMAIN,1221.0,1265.0,44.0,2555.0,0.01722113502935421,DOMAIN,EGF-like 32; calcium-binding,NOTCH1
NOTCH1_1267_1305_DOMAIN,1267.0,1305.0,38.0,2555.0,0.01487279843444227,DOMAIN,EGF-like 33,NOTCH1
NOTCH1_1307_1346_DOMAIN,1307.0,1346.0,39.0,2555.0,0.015264187866927592,DOMAIN,EGF-like 34,NOTCH1
NOTCH1_1348_1384_DOMAIN,1348.0,1384.0,36.0,2555.0,0.014090019569471625,DOMAIN,EGF-like 35,NOTCH1
NOTCH1_1387_1426_DOMAIN,1387.0,1426.0,39.0,2555.0,0.015264187866927592,DOMAIN,EGF-like 36,NOTCH1
NOTCH1_420_421_REGION,420.0,421.0,1.0,2555.0,0.0003913894324853229,REGION,Interaction with DLL4,NOTCH1
NOTCH1_448_452_REGION,448.0,452.0,4.0,2555.0,0.0015655577299412916,REGION,Interaction with DLL4,NOTCH1
NOTCH1_1947_1955_REGION,1947.0,1955.0,8.0,2555.0,0.0031311154598825833,REGION,HIF1AN-binding,NOTCH1
NOTCH1_2014_2022_REGION,2014.0,2022.0,8.0,2555.0,0.0031311154598825833,REGION,HIF1AN-binding,NOTCH1
NTRK1_148_193_DOMAIN,148.0,193.0,45.0,796.0,0.056532663316582916,DOMAIN,LRRCT,NTRK1
NTRK1_194_283_DOMAIN,194.0,283.0,89.0,796.0,0.11180904522613065,DOMAIN,Ig-like C2-type 1,NTRK1
NTRK1_299_365_DOMAIN,299.0,365.0,66.0,796.0,0.0829145728643216,DOMAIN,Ig-like C2-type 2,NTRK1
NTRK1_510_781_DOMAIN,510.0,781.0,271.0,796.0,0.34045226130653267,DOMAIN,Protein kinase,NTRK1
NTRK1_469_490_REGION,469.0,490.0,21.0,796.0,0.026381909547738693,REGION,Interaction with SQSTM1,NTRK1
NTRK1_537_541_MOTIF,537.0,541.0,4.0,796.0,0.005025125628140704,MOTIF,DXXLL,NTRK1
NTRK1_607_611_MOTIF,607.0,611.0,4.0,796.0,0.005025125628140704,MOTIF,DXXLL,NTRK1
NTRK3_160_209_DOMAIN,160.0,209.0,49.0,839.0,0.058402860548271755,DOMAIN,LRRCT,NTRK3
NTRK3_210_300_DOMAIN,210.0,300.0,90.0,839.0,0.10727056019070322,DOMAIN,Ig-like C2-type 1,NTRK3
NTRK3_309_382_DOMAIN,309.0,382.0,73.0,839.0,0.08700834326579261,DOMAIN,Ig-like C2-type 2,NTRK3
NTRK3_538_839_DOMAIN,538.0,839.0,301.0,839.0,0.35876042908224076,DOMAIN,Protein kinase,NTRK3
RARA_183_417_DOMAIN,183.0,417.0,234.0,462.0,0.5064935064935064,DOMAIN,NR LBD,RARA
RARA_1_87_REGION,1.0,87.0,86.0,462.0,0.18614718614718614,REGION,Modulating,RARA
RARA_154_182_REGION,154.0,182.0,28.0,462.0,0.06060606060606061,REGION,Hinge,RARA
RARA_404_419_REGION,404.0,419.0,15.0,462.0,0.032467532467532464,REGION,Required for binding corepressor NCOR1,RARA
SMARCB1_1_113_REGION,1.0,113.0,112.0,385.0,0.2909090909090909,REGION,DNA-binding,SMARCB1
SMARCB1_183_243_REGION,183.0,243.0,60.0,385.0,0.15584415584415584,REGION,HIV-1 integrase-binding,SMARCB1
SMARCB1_186_319_REGION,186.0,319.0,133.0,385.0,0.34545454545454546,REGION,2 X approximate tandem repeats,SMARCB1
SMARCB1_186_245_REGION,186.0,245.0,59.0,385.0,0.15324675324675324,REGION,MYC-binding,SMARCB1
SMARCB1_304_318_REGION,304.0,318.0,14.0,385.0,0.03636363636363636,REGION,Interaction with PPP1R15A,SMARCB1
SOX10_134_145_MOTIF,134.0,145.0,11.0,466.0,0.023605150214592276,MOTIF,Nuclear export signal,SOX10
TOP1_425_426_REGION,425.0,426.0,1.0,765.0,0.00130718954248366,REGION,Interaction with DNA,TOP1
TOP1_488_493_REGION,488.0,493.0,5.0,765.0,0.006535947712418301,REGION,Interaction with DNA,TOP1
TOP1_585_587_REGION,585.0,587.0,2.0,765.0,0.00261437908496732,REGION,Interaction with DNA,TOP1
TSC1_403_787_REGION,403.0,787.0,384.0,1164.0,0.32989690721649484,REGION,Mediates interaction with WDR45B,TSC1
TSC2_1531_1758_DOMAIN,1531.0,1758.0,227.0,1807.0,0.12562257885998893,DOMAIN,Rap-GAP,TSC2
TSC2_1_400_REGION,1.0,400.0,399.0,1807.0,0.22080796900940786,REGION,Required for interaction with TSC1,TSC2
USP9X_1557_1956_DOMAIN,1557.0,1956.0,399.0,2570.0,0.15525291828793775,DOMAIN,USP,USP9X
MSH2_601_671_REGION,601.0,671.0,70.0,934.0,0.07494646680942184,REGION,Interaction with EXO1,MSH2
MTHFR,,,,656.0,,,,MTHFR
APC_960_1337_REGION,960.0,1337.0,377.0,2843.0,0.13260640168835736,REGION,Responsible for down-regulation through a process mediated by direct ubiquitination,APC
APC_1866_1893_REGION,1866.0,1893.0,27.0,2843.0,0.009497010200492437,REGION,Highly charged,APC
APC_2803_2806_MOTIF,2803.0,2806.0,3.0,2843.0,0.001055223355610271,MOTIF,Microtubule tip localization signal,APC
APC_2841_2843_MOTIF,2841.0,2843.0,2.0,2843.0,0.0007034822370735139,MOTIF,PDZ-binding,APC
CTNNB1_2_23_REGION,2.0,23.0,21.0,781.0,0.026888604353393086,REGION,Interaction with VCL,CTNNB1
CTNNB1_156_178_REGION,156.0,178.0,22.0,781.0,0.028169014084507043,REGION,Interaction with BCL9,CTNNB1
CTNNB1_772_781_REGION,772.0,781.0,9.0,781.0,0.011523687580025609,REGION,Interaction with SCRIB,CTNNB1
NKX2-1,,,,371.0,,,,NKX2-1
GATA1_200_330_REGION,200.0,330.0,130.0,413.0,0.31476997578692495,REGION,Interaction with MED1 and CCAR1,GATA1
GATA1_203_222_REGION,203.0,222.0,19.0,413.0,0.04600484261501211,REGION,Required for interaction with ZFPM1,GATA1
GATA1_249_315_REGION,249.0,315.0,66.0,413.0,0.15980629539951574,REGION,Interaction with CALCOCO1,GATA1
MSH6_92_154_DOMAIN,92.0,154.0,62.0,1360.0,0.045588235294117645,DOMAIN,PWWP,MSH6
KDM5C_14_55_DOMAIN,14.0,55.0,41.0,1560.0,0.026282051282051282,DOMAIN,JmjN,KDM5C
KDM5C_79_169_DOMAIN,79.0,169.0,90.0,1560.0,0.057692307692307696,DOMAIN,ARID,KDM5C
KDM5C_468_634_DOMAIN,468.0,634.0,166.0,1560.0,0.1064102564102564,DOMAIN,JmjC,KDM5C
MED12_1616_2051_REGION,1616.0,2051.0,435.0,2177.0,0.1998162609095085,REGION,Interaction with CTNNB1 and GLI3,MED12
SPEN_6_81_DOMAIN,6.0,81.0,75.0,3664.0,0.02046943231441048,DOMAIN,RRM 1,SPEN
SPEN_335_415_DOMAIN,335.0,415.0,80.0,3664.0,0.021834061135371178,DOMAIN,RRM 2,SPEN
SPEN_438_513_DOMAIN,438.0,513.0,75.0,3664.0,0.02046943231441048,DOMAIN,RRM 3,SPEN
SPEN_517_589_DOMAIN,517.0,589.0,72.0,3664.0,0.019650655021834062,DOMAIN,RRM 4,SPEN
SPEN_2201_2707_DOMAIN,2201.0,2707.0,506.0,3664.0,0.1381004366812227,DOMAIN,RID,SPEN
SPEN_3498_3664_DOMAIN,3498.0,3664.0,166.0,3664.0,0.0453056768558952,DOMAIN,SPOC,SPEN
SPEN_2130_2464_REGION,2130.0,2464.0,334.0,3664.0,0.09115720524017468,REGION,Interaction with MSX2,SPEN
SPEN_2709_2870_REGION,2709.0,2870.0,161.0,3664.0,0.043941048034934496,REGION,Interaction with RBPSUH,SPEN
BARD1_560_653_DOMAIN,560.0,653.0,93.0,777.0,0.11969111969111969,DOMAIN,BRCT 1,BARD1
BARD1_667_777_DOMAIN,667.0,777.0,110.0,777.0,0.14157014157014158,DOMAIN,BRCT 2,BARD1
BARD1_26_119_REGION,26.0,119.0,93.0,777.0,0.11969111969111969,REGION,Interaction with BRCA1,BARD1
BARD1_554_558_REGION,554.0,558.0,4.0,777.0,0.005148005148005148,REGION,Flexible linker,BARD1
CDK12_727_1020_DOMAIN,727.0,1020.0,293.0,1490.0,0.1966442953020134,DOMAIN,Protein kinase,CDK12
EP300_566_645_DOMAIN,566.0,645.0,79.0,2414.0,0.03272576636288318,DOMAIN,KIX,EP300
EP300_1067_1139_DOMAIN,1067.0,1139.0,72.0,2414.0,0.029826014913007456,DOMAIN,Bromo,EP300
EP300_1287_1663_DOMAIN,1287.0,1663.0,376.0,2414.0,0.15575807787903895,DOMAIN,CBP/p300-type HAT,EP300
EP300_2_149_REGION,2.0,149.0,147.0,2414.0,0.060894780447390225,REGION,Interaction with RORA,EP300
EP300_2_139_REGION,2.0,139.0,137.0,2414.0,0.056752278376139186,REGION,Interaction with ALX1,EP300
EP300_1017_1029_REGION,1017.0,1029.0,12.0,2414.0,0.004971002485501243,REGION,CRD1; mediates transcriptional repression,EP300
EP300_1397_1399_REGION,1397.0,1399.0,2.0,2414.0,0.0008285004142502071,REGION,Interaction with histone,EP300
EP300_1398_1400_REGION,1398.0,1400.0,2.0,2414.0,0.0008285004142502071,REGION,Acetyl-CoA binding,EP300
EP300_1410_1411_REGION,1410.0,1411.0,1.0,2414.0,0.00041425020712510354,REGION,Acetyl-CoA binding,EP300
EP300_1572_1818_REGION,1572.0,1818.0,246.0,2414.0,0.10190555095277548,REGION,Binding region for E1A adenovirus,EP300
EP300_2003_2212_REGION,2003.0,2212.0,209.0,2414.0,0.08657829328914664,REGION,Interaction with HTLV-1 Tax,EP300
EP300_2041_2240_REGION,2041.0,2240.0,199.0,2414.0,0.08243579121789561,REGION,Interaction with NCOA2,EP300
EP300_11_17_MOTIF,11.0,17.0,6.0,2414.0,0.0024855012427506215,MOTIF,Nuclear localization signal,EP300
FANCC,,,,558.0,,,,FANCC
FAT3_44_158_DOMAIN,44.0,158.0,114.0,4557.0,0.025016458196181698,DOMAIN,Cadherin 1,FAT3
FAT3_159_266_DOMAIN,159.0,266.0,107.0,4557.0,0.02348035988588984,DOMAIN,Cadherin 2,FAT3
FAT3_264_375_DOMAIN,264.0,375.0,111.0,4557.0,0.024358130348913758,DOMAIN,Cadherin 3,FAT3
FAT3_377_472_DOMAIN,377.0,472.0,95.0,4557.0,0.020847048496818083,DOMAIN,Cadherin 4,FAT3
FAT3_473_578_DOMAIN,473.0,578.0,105.0,4557.0,0.02304147465437788,DOMAIN,Cadherin 5,FAT3
FAT3_579_681_DOMAIN,579.0,681.0,102.0,4557.0,0.02238314680710994,DOMAIN,Cadherin 6,FAT3
FAT3_727_831_DOMAIN,727.0,831.0,104.0,4557.0,0.0228220320386219,DOMAIN,Cadherin 7,FAT3
FAT3_832_936_DOMAIN,832.0,936.0,104.0,4557.0,0.0228220320386219,DOMAIN,Cadherin 8,FAT3
FAT3_937_1043_DOMAIN,937.0,1043.0,106.0,4557.0,0.02326091727013386,DOMAIN,Cadherin 9,FAT3
FAT3_1044_1148_DOMAIN,1044.0,1148.0,104.0,4557.0,0.0228220320386219,DOMAIN,Cadherin 10,FAT3
FAT3_1149_1254_DOMAIN,1149.0,1254.0,105.0,4557.0,0.02304147465437788,DOMAIN,Cadherin 11,FAT3
FAT3_1255_1359_DOMAIN,1255.0,1359.0,104.0,4557.0,0.0228220320386219,DOMAIN,Cadherin 12,FAT3
FAT3_1363_1460_DOMAIN,1363.0,1460.0,97.0,4557.0,0.021285933728330042,DOMAIN,Cadherin 13,FAT3
FAT3_1461_1566_DOMAIN,1461.0,1566.0,105.0,4557.0,0.02304147465437788,DOMAIN,Cadherin 14,FAT3
FAT3_1567_1769_DOMAIN,1567.0,1769.0,202.0,4557.0,0.04432740838270792,DOMAIN,Cadherin 15,FAT3
